Name,Lastname,Sex,Date_Loan
Adriana,Ramírez,F,2019-12-20
Esteban,Núñez,M,2018-03-31
Arturo,Romero,F,2019-02-01
Andrés,Castillo,F,2019-03-03
Alejandro,Bravo,M,2018-05-25
Fernando,Delgado,F,2019-06-26
Antonia,Contreras,M,2020-01-07
Ricardo,Benítez,F,2017-07-11
Manuel,Jiménez,F,2015-09-03
Daniela,Vargas,F,2019-06-28
Adriana,Flores,M,2020-02-15
Valentina,Ramírez,F,2016-01-29
José,Martínez,M,2017-03-14
Luis,García,M,2016-06-16
Esteban,Benítez,M,2020-10-18
Daniela,Ortiz,M,2020-06-08
Roberto,Rojas,M,2019-07-28
Carlos,Morales,F,2019-08-11
Esteban,León,F,2020-08-23
Isabella,Álvarez,M,2017-06-19
Arturo,Castillo,M,2016-08-10
Pablo,Torres,F,2015-05-01
María,Martínez,M,2016-05-14
Ricardo,Mendoza,F,2020-03-09
Camila,Pérez,M,2016-10-18
Daniela,Rojas,F,2016-01-01
Gabriel,Gómez,M,2019-09-22
Fernando,Acosta,M,2016-02-23
Laura,Romero,M,2018-01-14
Adriana,Silva,M,2019-09-13
Fernando,Reyes,F,2020-10-24
Isabella,Martínez,M,2018-06-07
Fernando,Guerrero,M,2019-07-18
Javier,Pérez,M,2019-05-30
Valentina,Rivera,F,2015-01-07
Paula,Núñez,M,2020-03-02
Manuel,Núñez,M,2015-09-06
Andrea,Soto,M,2019-01-01
Florencia,González,M,2020-10-27
José,Torres,M,2017-10-27
Ana,Navarro,F,2018-09-01
Victoria,Sánchez,F,2020-01-08
Andrés,Martínez,M,2018-01-13
Alejandro,Ramos,F,2017-08-29
Mariana,Pérez,F,2019-01-03
Adriana,Ruiz,F,2020-01-07
María,Salazar,M,2016-01-07
Pedro,Morales,M,2018-05-28
José,Torres,F,2018-02-02
Emma,Bravo,M,2017-11-25
Ana,Rojas,M,2015-10-24
Esteban,Reyes,M,2015-04-16
Florencia,Ramos,M,2018-04-11
Arturo,Guerrero,M,2019-07-19
Gabriela,Núñez,F,2018-09-16
Victoria,Rojas,F,2018-08-13
Valeria,Castillo,F,2018-05-30
Diego,León,M,2019-03-19
Gabriel,Álvarez,M,2020-09-21
Victoria,Torres,M,2020-05-24
Antonia,Vázquez,M,2016-02-10
Felipe,Ruiz,M,2019-01-26
Andrés,Guerrero,F,2017-02-20
Laura,Vázquez,F,2017-02-10
Martina,Cruz,M,2016-03-07
Daniela,Soto,M,2018-07-19
Luciana,Torres,F,2016-07-15
Andrea,Flores,M,2019-11-18
Lorena,Vázquez,M,2018-06-30
Luciana,Domínguez,M,2018-07-18
Emma,Sánchez,F,2019-02-07
Sofía,Bravo,M,2015-11-19
Roberto,Rojas,M,2016-10-27
Gonzalo,Rojas,F,2018-11-02
Jorge,Fernández,M,2020-03-18
Cristian,Torres,M,2017-01-11
Daniela,Salazar,F,2020-05-23
Valentina,Jiménez,F,2020-07-10
Paula,Miranda,M,2019-05-29
Paula,Benítez,M,2019-04-26
Roberto,Pérez,F,2016-07-04
María,Gómez,F,2016-06-01
Mariana,Rivera,M,2015-08-02
Isabella,Gómez,M,2016-12-07
Pablo,Mendoza,F,2019-10-24
Martina,Ruiz,M,2019-10-07
Francisco,Blanco,M,2020-11-06
Roberto,Ortiz,M,2018-12-15
Ricardo,Vázquez,M,2016-08-08
Luciana,Acosta,F,2017-03-04
Lorena,Mendoza,M,2015-06-18
Sofía,Cruz,M,2019-07-28
José,Delgado,M,2020-01-09
Alejandro,Herrera,F,2019-10-07
Cristian,Guerrero,F,2017-05-05
Pilar,Álvarez,M,2017-08-27
Isabella,Rojas,F,2015-10-24
Pedro,Fernández,M,2018-03-07
Adriana,Miranda,M,2016-05-26
Gabriel,Jiménez,M,2015-09-12
Diego,Castillo,M,2020-10-22
Rafael,Navarro,M,2018-10-22
Carolina,Salazar,M,2015-05-07
Ricardo,Martínez,M,2015-08-11
Pedro,Rodríguez,F,2018-05-19
Diego,Navarro,F,2018-06-20
Cristian,Rojas,F,2018-09-17
Valeria,Ramos,M,2016-09-01
Luciana,Vargas,F,2015-04-30
Adriana,León,F,2020-07-28
Emma,Vázquez,M,2019-06-11
Rafael,Chávez,F,2020-08-31
Diego,Martínez,M,2015-08-06
Adriana,Ramírez,M,2015-01-03
Gabriel,Herrera,F,2016-02-17
Cristian,Rojas,F,2017-06-01
Cristian,Gómez,F,2019-10-08
Sofía,Navarro,M,2020-03-09
Lorena,Vargas,M,2015-09-13
Cristian,Navarro,F,2018-04-15
Valeria,Peña,M,2018-05-04
Gabriela,Díaz,M,2017-10-01
Miguel,Peña,M,2017-01-20
María,Pérez,F,2015-08-07
Paula,Díaz,M,2019-05-21
Carlos,Vargas,M,2015-10-24
Cristian,Castro,F,2020-06-23
Victoria,Salazar,M,2017-01-29
Jorge,Rodríguez,M,2016-07-11
Isabella,Salazar,M,2015-06-03
José,Contreras,M,2020-08-04
Sergio,Martínez,F,2020-04-17
Fernando,Ortiz,M,2017-12-14
Pilar,Mendoza,M,2015-12-04
Javier,Torres,M,2020-12-08
Lorena,Álvarez,M,2015-10-01
Sergio,León,M,2016-11-01
Rafael,Rojas,F,2020-01-24
Diego,Romero,M,2020-03-23
Sofía,Jiménez,M,2016-10-29
Sergio,Castillo,M,2019-02-08
Valentina,Martínez,F,2017-04-17
Daniela,Rodríguez,M,2020-08-04
Cristian,Cruz,F,2017-10-10
Daniela,López,M,2020-04-21
Gabriel,Soto,M,2019-08-20
Valentina,Álvarez,F,2015-12-06
Pedro,Rojas,F,2017-09-04
Ana,Martínez,M,2018-09-06
Antonia,Bravo,M,2019-02-04
Victoria,Morales,M,2018-12-11
Laura,Cruz,M,2016-01-17
Javier,Flores,M,2015-09-01
Alejandro,Guerrero,M,2015-12-20
Carolina,Herrera,F,2017-07-18
Esteban,Salazar,F,2020-07-08
Juan,Blanco,F,2019-08-03
Valentina,León,F,2019-03-12
María,García,F,2015-01-13
Emma,Martínez,M,2015-09-21
Paula,López,M,2020-12-25
Florencia,Díaz,F,2018-12-07
Daniela,Soto,M,2015-10-31
Gabriel,Navarro,F,2018-04-19
Carolina,Gómez,M,2018-09-25
Victoria,Castillo,F,2019-12-02
Natalia,Romero,M,2015-01-03
Andrea,Domínguez,F,2015-07-23
Pablo,González,M,2018-06-21
Fernando,Jiménez,M,2015-11-28
Fernando,Molina,F,2016-12-19
Carolina,García,M,2017-07-29
Jorge,Molina,M,2016-07-09
Fernando,Chávez,F,2018-07-29
Adriana,Ramírez,F,2016-01-11
Arturo,Castillo,M,2018-10-24
Mariana,Miranda,F,2016-09-05
Antonia,Navarro,M,2017-05-17
Luciana,Molina,M,2020-08-14
Isabella,Díaz,F,2018-12-04
María,Cruz,F,2016-08-09
Emma,Silva,F,2020-12-05
Alejandro,Guerrero,F,2019-12-09
María,Vargas,M,2020-03-22
Felipe,Contreras,F,2016-09-24
Antonia,Contreras,F,2015-01-30
Sergio,Gómez,M,2016-01-18
Miguel,Castillo,F,2017-05-23
Lorena,Chávez,F,2020-02-26
Esteban,Rojas,F,2016-12-10
Martina,Salazar,F,2018-12-11
Luciana,Núñez,F,2018-06-29
Luciana,Rojas,M,2019-08-12
José,Domínguez,M,2018-05-13
Martina,Rivera,F,2020-07-09
Roberto,Molina,M,2016-04-03
Carlos,Delgado,M,2020-04-09
Antonia,Ruiz,F,2020-07-27
Valeria,Chávez,F,2020-10-13
Pedro,Herrera,F,2018-05-23
Manuel,Miranda,M,2016-06-16
Valentina,Flores,M,2016-08-08
Pablo,Mendoza,M,2018-01-14
Antonia,Vargas,M,2018-05-04
Martina,Peña,F,2019-10-15
Roberto,Núñez,M,2020-09-08
Pedro,Mendoza,F,2019-02-14
Isabella,Rivera,M,2018-08-17
Victoria,Rojas,M,2015-02-01
Victoria,Miranda,M,2018-06-18
Francisco,González,F,2019-08-12
Pablo,Ramos,M,2018-08-21
Jorge,Contreras,M,2019-10-16
Daniela,Soto,F,2020-05-04
Sergio,Pérez,F,2015-10-16
Adriana,Jiménez,F,2018-10-02
Sergio,Ramos,F,2020-12-27
Luis,Rivera,F,2015-06-20
Jorge,Rodríguez,M,2015-11-15
Adriana,García,F,2018-09-12
Antonia,Gómez,M,2016-02-18
Alejandro,Soto,M,2019-11-03
Antonia,Castillo,M,2017-10-27
María,Domínguez,F,2018-05-13
Isabella,Sánchez,M,2015-11-06
Gabriela,Chávez,F,2015-08-26
Valentina,Benítez,F,2017-09-18
Javier,Blanco,M,2015-01-10
Fernando,León,F,2018-08-01
Miguel,Pérez,M,2017-09-28
José,Castro,F,2020-01-09
Felipe,Castillo,F,2015-04-15
Pedro,Díaz,M,2016-09-20
Carlos,Pérez,M,2015-07-05
Jorge,Fernández,M,2019-12-08
Valeria,León,M,2015-11-22
Jorge,Chávez,M,2015-07-20
Andrea,Molina,M,2017-10-01
Miguel,Castillo,M,2019-05-14
Sofía,Ramírez,M,2018-10-03
Pilar,Soto,M,2018-09-01
Andrés,Ruiz,F,2018-05-19
Mariana,Gómez,M,2015-03-06
Jorge,García,M,2016-09-30
Andrea,Reyes,F,2020-01-09
Luciana,Núñez,F,2015-10-31
Sergio,Navarro,M,2020-08-03
Andrés,Salazar,M,2017-10-31
Gabriela,Ramírez,F,2016-12-30
Jorge,Rojas,F,2018-12-21
Juan,Díaz,F,2015-04-19
Felipe,López,F,2019-01-21
Adriana,López,M,2015-11-23
Rafael,Castillo,M,2017-08-16
Paula,Vargas,F,2015-05-08
Emma,Contreras,F,2020-05-10
José,Castro,M,2020-12-29
Ana,Reyes,M,2019-08-07
Arturo,Gómez,M,2016-02-11
Natalia,Rodríguez,F,2018-11-17
Manuel,Rivera,M,2016-08-26
Camila,Silva,F,2015-06-29
Sofía,Blanco,F,2017-11-03
Juan,Moreno,M,2015-04-16
Ricardo,Ramos,F,2018-09-01
Laura,Chávez,M,2016-06-09
Natalia,Soto,M,2015-08-30
Roberto,Delgado,M,2020-08-08
Manuel,Peña,M,2020-05-25
José,Delgado,M,2015-04-07
Valentina,Peña,M,2017-10-02
Paula,Moreno,F,2015-04-08
José,Miranda,M,2016-12-03
Arturo,Romero,M,2017-08-28
Mariana,Vázquez,M,2015-04-17
Javier,Ortiz,M,2017-09-14
Sergio,Álvarez,F,2018-04-13
Gonzalo,Rojas,M,2015-09-25
María,Jiménez,M,2017-04-07
Pedro,Soto,M,2020-12-14
Mariana,Cruz,F,2016-06-13
Rafael,Gómez,M,2020-04-02
Gabriel,Mendoza,M,2018-02-24
Sofía,Reyes,F,2015-04-21
Ana,Moreno,F,2015-08-29
Juan,Morales,F,2020-09-11
Ricardo,Cruz,F,2020-02-21
Martina,Flores,M,2015-07-16
Daniela,Fernández,F,2018-10-01
Pilar,Ortiz,M,2016-03-28
Mariana,Vázquez,F,2015-01-27
Diego,Moreno,M,2015-04-14
Isabella,Torres,M,2019-05-14
Carlos,Rodríguez,M,2019-01-21
Javier,Acosta,M,2019-07-14
Cristian,Romero,F,2020-11-11
María,Álvarez,M,2016-12-01
Miguel,Acosta,M,2020-04-03
Ricardo,Miranda,M,2015-11-30
Laura,Vargas,F,2017-05-01
Isabella,Jiménez,F,2017-06-13
Gonzalo,Rodríguez,F,2016-07-07
Carlos,Miranda,M,2019-02-23
Gonzalo,Ramírez,M,2016-03-16
Camila,Castillo,M,2019-11-13
Juan,Domínguez,F,2020-12-17
Isabella,González,F,2019-05-09
Pedro,Sánchez,M,2020-03-04
Lorena,Rojas,F,2015-03-21
Cristian,Delgado,F,2017-12-29
Roberto,Ramos,F,2016-02-10
Carolina,López,F,2017-11-19
Javier,Ramírez,M,2020-08-16
Daniela,Martínez,M,2018-05-26
Emma,Domínguez,F,2015-10-11
Alejandro,Vázquez,M,2018-07-03
Victoria,Ruiz,F,2019-04-19
Ana,Vázquez,M,2020-06-09
Felipe,Delgado,F,2018-02-24
Miguel,Castro,M,2017-12-09
Carlos,Flores,F,2020-01-19
Martina,Vargas,M,2016-04-21
Rafael,Ruiz,F,2018-09-02
Fernando,Ortiz,F,2019-11-15
Francisco,López,M,2020-08-03
Gabriela,Ramos,M,2015-08-09
Luciana,Rodríguez,F,2017-09-11
Mariana,Molina,M,2020-10-24
Miguel,González,F,2018-08-22
Javier,Torres,M,2019-11-11
Manuel,Delgado,M,2015-05-04
Ana,Herrera,M,2015-04-18
Pablo,Molina,F,2019-07-12
Valeria,Romero,M,2017-02-16
Miguel,García,M,2020-12-14
Fernando,Pérez,M,2015-11-17
Laura,Navarro,F,2016-06-01
Gonzalo,Rojas,M,2017-10-21
Gabriel,Pérez,M,2018-03-29
Ana,Romero,M,2015-04-08
Carlos,Castillo,F,2017-01-20
Ana,Silva,M,2016-05-13
Javier,Herrera,M,2015-07-01
Arturo,Morales,M,2016-11-17
Andrés,Contreras,F,2020-04-20
Carlos,Soto,F,2020-04-28
Emma,Acosta,M,2019-06-06
Alejandro,Torres,M,2020-03-25
Carlos,Blanco,F,2018-12-09
Ana,Delgado,F,2016-06-29
Carolina,Romero,M,2016-05-05
Adriana,Díaz,M,2017-07-31
Alejandro,Castillo,M,2016-04-09
Laura,Morales,F,2019-05-20
Valeria,Castillo,F,2018-02-22
Diego,Álvarez,F,2020-05-21
Valeria,Salazar,F,2016-08-10
Carlos,Rivera,M,2016-04-21
Sofía,Morales,F,2018-04-18
Arturo,Silva,M,2020-08-15
Roberto,Molina,F,2015-06-30
Diego,Álvarez,M,2015-12-10
María,Ortiz,F,2016-07-13
Javier,Rojas,M,2015-10-14
Ricardo,Reyes,M,2019-10-03
Adriana,Fernández,M,2018-07-15
Andrea,Chávez,F,2019-06-26
Valentina,Silva,M,2018-02-06
Roberto,Chávez,M,2018-11-28
Andrea,Fernández,F,2019-04-22
Gabriela,Castillo,F,2020-10-27
Felipe,Silva,F,2015-03-30
Manuel,Benítez,M,2017-06-21
Gabriela,Cruz,F,2017-07-12
Esteban,Pérez,M,2019-08-11
Luis,Vargas,M,2017-07-20
Emma,Soto,M,2016-05-05
Florencia,Pérez,F,2015-10-31
Florencia,Ramírez,M,2019-02-22
Francisco,Torres,M,2018-12-30
Pablo,Sánchez,F,2015-11-12
Luciana,Soto,F,2016-09-16
Andrea,Rojas,F,2015-07-18
Mariana,Domínguez,F,2019-02-18
Felipe,Martínez,F,2020-06-17
Camila,Martínez,F,2018-03-11
Ricardo,Díaz,M,2017-04-02
Jorge,Ortiz,M,2017-12-13
Pablo,Morales,M,2016-06-05
Carlos,Acosta,F,2017-06-25
Pedro,Romero,M,2020-05-30
Paula,Navarro,F,2020-09-16
Carolina,Morales,F,2020-12-23
Sofía,Ortiz,F,2018-08-14
Antonia,Castro,F,2016-12-14
Victoria,González,M,2020-08-03
Daniela,Romero,M,2019-10-25
María,Díaz,M,2018-10-17
Emma,Morales,F,2016-02-10
María,Bravo,M,2020-01-08
Luis,Álvarez,F,2020-02-16
Natalia,Miranda,F,2019-02-12
Pilar,Moreno,F,2020-05-23
Gabriela,Chávez,M,2017-02-09
Sergio,Rojas,F,2015-06-02
Ricardo,Soto,F,2017-09-27
Miguel,León,M,2020-06-20
Juan,Ruiz,M,2020-02-20
Gonzalo,Navarro,M,2017-11-06
Natalia,Reyes,F,2015-02-13
Laura,Núñez,F,2019-12-26
Francisco,Rivera,M,2020-10-18
Sergio,Chávez,F,2019-02-04
Alejandro,Pérez,M,2019-04-14
Andrea,Fernández,M,2019-02-16
Francisco,Rivera,M,2015-06-15
Lorena,Díaz,F,2019-01-30
Carolina,Díaz,F,2017-07-28
Valentina,Rodríguez,M,2018-12-11
Luciana,Chávez,F,2017-01-11
Pedro,Álvarez,F,2018-07-04
Cristian,Reyes,F,2018-07-11
Andrés,Delgado,M,2015-02-04
Andrés,Contreras,M,2017-05-31
Antonia,Moreno,M,2018-09-30
Diego,Sánchez,F,2019-12-27
Florencia,Morales,F,2016-01-11
Ana,Mendoza,M,2017-12-23
Jorge,Pérez,F,2018-02-16
Pedro,González,M,2019-10-22
Natalia,Gómez,M,2018-08-27
Lorena,Chávez,M,2018-10-02
Paula,Chávez,M,2015-09-24
Gabriela,González,M,2019-03-14
Sergio,Torres,F,2019-03-01
Javier,León,M,2018-01-04
Laura,Soto,F,2018-02-25
Andrea,Castillo,M,2020-03-24
Valentina,Delgado,M,2017-08-09
Isabella,Cruz,F,2020-03-14
Esteban,Jiménez,M,2019-08-14
Daniela,Romero,F,2017-04-12
Pablo,Romero,F,2016-10-20
Diego,Miranda,M,2017-01-02
Juan,González,F,2016-09-21
Alejandro,Acosta,M,2018-11-15
Cristian,Reyes,M,2020-09-17
Cristian,Núñez,F,2020-12-12
Javier,Chávez,M,2016-09-18
Valeria,Romero,F,2016-09-18
Arturo,Guerrero,F,2016-05-29
Florencia,Peña,F,2020-03-24
Alejandro,Flores,M,2016-02-27
Camila,Romero,M,2016-02-28
Francisco,Silva,F,2018-07-30
Laura,Rivera,F,2017-03-16
Laura,Domínguez,F,2017-11-20
Roberto,Rojas,M,2015-01-09
Daniela,Domínguez,M,2017-03-03
Diego,Rivera,F,2019-02-21
Esteban,Mendoza,F,2015-05-23
Lorena,Silva,F,2016-11-07
Andrea,Sánchez,M,2019-04-04
José,Herrera,M,2018-08-26
María,Rojas,F,2015-12-26
Esteban,Jiménez,F,2020-10-24
Sergio,Castillo,M,2016-04-11
Daniela,Reyes,M,2016-08-05
Carlos,Torres,M,2016-07-29
Emma,Herrera,F,2018-12-05
Andrés,Molina,M,2015-01-31
Daniela,Chávez,F,2017-05-15
Esteban,Peña,F,2017-12-27
Daniela,Rojas,F,2017-03-11
Andrea,Morales,F,2017-08-28
Felipe,González,F,2015-06-24
Laura,Martínez,M,2017-07-11
Francisco,Domínguez,F,2018-12-18
María,Domínguez,M,2015-07-25
Esteban,Salazar,F,2019-09-09
Fernando,Álvarez,M,2019-12-07
Gabriela,Sánchez,F,2016-07-01
Arturo,Ruiz,M,2016-10-02
Pilar,Torres,F,2017-03-07
Mariana,Miranda,M,2018-01-29
Gonzalo,Reyes,F,2018-03-30
Camila,Reyes,M,2019-05-08
Gonzalo,Miranda,M,2019-02-13
Florencia,Cruz,M,2015-09-13
Gabriel,Cruz,F,2016-03-02
Alejandro,Salazar,F,2016-04-15
Pablo,Silva,F,2018-05-27
Adriana,Castro,F,2017-03-20
Gabriel,Castro,M,2020-12-24
Esteban,López,M,2020-05-16
Luis,Ramírez,F,2016-04-13
Camila,González,F,2015-07-16
Andrés,Herrera,M,2016-05-17
Rafael,Núñez,M,2019-11-13
Cristian,Rojas,M,2020-05-19
Gonzalo,Núñez,F,2020-09-12
Diego,Ruiz,F,2017-09-12
Mariana,Gómez,F,2018-05-17
Daniela,Flores,M,2018-02-15
Miguel,Castro,F,2015-05-27
Miguel,Vázquez,F,2015-06-22
Carlos,Rojas,M,2018-05-27
Gabriela,Rivera,F,2019-06-23
Miguel,Martínez,F,2018-01-17
Gonzalo,Torres,M,2017-12-16
Andrés,Flores,F,2015-06-26
Roberto,González,M,2019-05-14
Florencia,Acosta,F,2017-08-16
María,Moreno,F,2015-01-01
Martina,Acosta,M,2016-02-21
Lorena,Blanco,F,2016-03-13
Pablo,Guerrero,M,2018-07-14
Laura,Flores,M,2020-10-25
Carolina,Torres,F,2017-01-02
Alejandro,Contreras,M,2015-03-09
Gabriela,González,F,2017-03-15
Roberto,Rojas,M,2020-12-21
Jorge,Molina,F,2017-01-04
Juan,Ramírez,F,2018-04-05
Alejandro,Domínguez,M,2016-01-12
Martina,Navarro,F,2017-12-08
Valentina,Sánchez,M,2020-12-21
Antonia,Acosta,M,2020-06-17
Arturo,Vargas,M,2017-07-18
Daniela,Rodríguez,M,2017-02-08
Gonzalo,Castillo,F,2015-07-05
Francisco,Núñez,F,2018-02-27
Esteban,Fernández,F,2019-04-25
José,Delgado,F,2018-05-27
Javier,Álvarez,F,2019-08-15
Luciana,Bravo,M,2019-09-03
Paula,Torres,M,2016-08-19
Pablo,Álvarez,F,2015-05-17
Arturo,Jiménez,F,2020-06-30
Felipe,Soto,F,2018-07-11
Roberto,Guerrero,M,2015-07-17
Javier,Vázquez,M,2016-12-25
Luis,Blanco,M,2020-01-27
Natalia,Contreras,F,2020-12-26
Daniela,Mendoza,M,2020-02-12
Roberto,Álvarez,M,2018-07-25
Diego,Díaz,F,2019-10-15
Miguel,Pérez,M,2020-05-01
Emma,Fernández,F,2019-08-09
Carlos,Castillo,F,2017-05-30
María,Ruiz,F,2020-07-13
Pablo,Torres,F,2017-01-30
José,Domínguez,F,2019-08-30
Paula,Ortiz,M,2017-04-10
Natalia,Castillo,M,2018-10-22
Gonzalo,Mendoza,M,2019-12-06
Roberto,Vargas,M,2015-09-07
Mariana,Moreno,F,2020-12-03
Esteban,Bravo,F,2015-01-27
Alejandro,Ramos,M,2020-08-30
Mariana,Rodríguez,F,2016-11-10
Antonia,Rivera,M,2019-11-01
Roberto,Jiménez,F,2019-08-07
Luis,García,F,2015-07-07
Lorena,Herrera,M,2015-05-08
Fernando,Soto,F,2019-10-22
Isabella,Pérez,M,2017-11-28
Isabella,Herrera,F,2020-03-29
Gabriela,Rivera,M,2020-06-27
Florencia,León,F,2016-02-02
Florencia,Morales,M,2019-05-14
Luis,Miranda,F,2020-10-28
María,Acosta,F,2018-05-30
Diego,Martínez,M,2018-08-05
Ricardo,Miranda,F,2016-09-03
Daniela,Castro,F,2017-11-25
Luciana,Domínguez,F,2019-08-04
Isabella,Bravo,F,2018-02-11
Alejandro,Ruiz,M,2017-08-13
Luis,León,F,2020-08-23
Laura,Núñez,F,2015-12-19
Esteban,Blanco,M,2017-12-30
Laura,Pérez,F,2020-01-06
Cristian,Molina,F,2018-12-14
Camila,López,M,2017-03-09
Alejandro,Vargas,M,2015-09-17
Manuel,Vargas,F,2016-09-08
Pedro,Bravo,M,2019-01-07
Gabriela,Ortiz,M,2015-05-22
Mariana,Acosta,F,2015-06-09
Juan,Ruiz,F,2018-12-03
Mariana,Chávez,F,2018-08-09
Adriana,Moreno,F,2015-03-25
Pedro,Benítez,M,2017-06-05
Camila,Ruiz,M,2019-02-27
Carlos,Jiménez,M,2016-03-20
Isabella,Cruz,M,2019-06-13
Francisco,Miranda,F,2016-08-11
Sergio,Torres,M,2020-09-15
Sofía,Ramos,M,2016-06-10
Manuel,Ruiz,F,2017-10-05
Arturo,Contreras,M,2017-09-20
Carlos,Vargas,F,2017-09-05
Andrés,Ruiz,F,2019-08-09
Mariana,Molina,M,2018-06-29
Ricardo,Romero,F,2019-05-10
Valeria,Guerrero,F,2020-06-02
Carolina,Salazar,M,2018-10-12
Rafael,Morales,F,2020-12-13
Cristian,Rodríguez,M,2015-04-05
Isabella,Ramírez,M,2018-09-02
Luis,Ramos,M,2019-03-26
Valentina,Navarro,M,2016-03-20
Francisco,Guerrero,F,2015-09-23
Emma,Rivera,F,2016-07-13
Florencia,Rojas,M,2016-12-28
María,Domínguez,M,2016-04-17
Lorena,Ramírez,F,2016-04-10
Mariana,Guerrero,M,2020-09-12
Sofía,López,M,2020-12-20
Pedro,Flores,F,2019-12-29
Jorge,Álvarez,M,2016-03-24
Diego,León,M,2020-09-26
Javier,Romero,M,2015-12-23
Laura,Díaz,M,2016-11-17
Lorena,Herrera,F,2017-08-10
Andrea,Ruiz,M,2020-01-27
Florencia,Ramos,F,2015-10-06
Carolina,Delgado,M,2015-03-21
Camila,Blanco,M,2016-06-27
Antonia,Núñez,F,2017-09-03
Antonia,Benítez,M,2017-11-19
Andrea,Ramírez,M,2018-05-13
Emma,Reyes,M,2016-01-30
Luciana,Moreno,M,2017-10-20
Pilar,Álvarez,F,2017-07-24
Gabriela,Gómez,F,2016-10-01
Jorge,Ramos,F,2015-04-25
Emma,Ortiz,F,2020-06-05
Carolina,Pérez,M,2015-02-02
Emma,Rojas,M,2019-08-01
Roberto,Sánchez,M,2019-01-19
Gonzalo,Núñez,M,2019-04-11
Arturo,Castro,M,2017-01-25
Arturo,González,M,2016-07-25
Carlos,Mendoza,M,2018-04-02
Daniela,Flores,M,2017-01-23
Esteban,Ramos,M,2018-01-28
Alejandro,González,F,2018-12-17
Luis,Delgado,M,2015-05-04
Ana,Álvarez,M,2017-11-13
Jorge,Soto,M,2015-05-21
Luciana,Ramírez,M,2016-03-08
Gabriela,Vázquez,M,2018-02-14
Ricardo,Navarro,M,2019-01-28
Andrés,Contreras,F,2017-04-16
Esteban,Salazar,F,2018-06-17
Andrea,Rojas,F,2018-03-15
Valentina,Castro,M,2019-04-05
Gonzalo,Delgado,F,2018-01-24
Isabella,Díaz,M,2017-09-07
Javier,Flores,F,2020-08-15
Lorena,Blanco,M,2020-07-05
Fernando,Rojas,F,2018-01-21
Valeria,Ramírez,M,2016-04-07
María,Bravo,M,2017-10-18
Ana,Domínguez,F,2018-03-23
Martina,León,F,2018-05-26
Florencia,Vázquez,M,2015-04-27
Luciana,Ramos,F,2016-10-03
Gabriela,Ramírez,F,2019-12-06
Pablo,Reyes,M,2020-03-04
Fernando,Domínguez,F,2018-11-10
Victoria,Rivera,M,2016-03-17
Sofía,Rojas,F,2017-08-27
Andrea,Pérez,M,2015-04-21
Carlos,Martínez,M,2018-12-25
Valeria,Chávez,F,2015-11-27
Fernando,Fernández,M,2020-06-09
Miguel,Vargas,F,2016-05-03
María,Rivera,M,2015-10-09
Andrea,Castillo,M,2015-09-09
Camila,Domínguez,F,2016-07-13
Lorena,Reyes,M,2017-02-20
Paula,Fernández,M,2020-07-08
Lorena,Chávez,F,2016-09-04
Daniela,Cruz,M,2020-01-07
Carlos,Bravo,M,2020-10-02
Valeria,Núñez,M,2017-04-01
Francisco,Morales,F,2019-12-10
Manuel,Miranda,F,2018-12-10
Camila,Fernández,M,2017-10-28
José,Reyes,M,2016-03-04
Cristian,Díaz,M,2016-06-06
Jorge,Castro,M,2018-09-04
Carlos,Domínguez,F,2018-10-27
Andrea,Rodríguez,F,2018-07-07
Valeria,Acosta,M,2019-09-01
Valeria,Fernández,F,2017-10-28
José,Torres,F,2018-03-13
Gabriela,Domínguez,M,2016-01-12
Gonzalo,Miranda,M,2018-11-09
Miguel,Castillo,F,2018-06-01
Paula,Cruz,M,2017-09-15
Juan,López,F,2017-11-03
Carlos,León,F,2019-10-11
Sofía,Díaz,F,2015-11-04
Luciana,Blanco,M,2019-06-19
Andrea,Molina,M,2019-04-05
Victoria,Cruz,M,2016-06-04
Ana,Martínez,F,2015-03-23
Isabella,Sánchez,F,2019-09-05
Sofía,Rivera,M,2019-12-30
Andrea,Benítez,F,2020-09-10
Gabriela,Soto,F,2019-11-04
Adriana,Vargas,F,2020-03-29
Natalia,Blanco,M,2015-02-05
Isabella,Rojas,M,2018-10-03
Sergio,Flores,F,2019-03-03
Florencia,Vargas,M,2017-05-13
José,Peña,F,2017-09-03
Mariana,Bravo,M,2015-03-05
Camila,Herrera,M,2020-06-07
Jorge,Rojas,M,2017-06-05
Laura,Rojas,F,2018-12-22
Carlos,Molina,F,2019-03-10
Valentina,González,M,2017-06-14
Alejandro,Navarro,M,2017-11-01
Andrés,Rojas,F,2017-01-11
Francisco,Mendoza,M,2015-05-23
Diego,Fernández,M,2016-07-03
Miguel,Herrera,F,2015-01-02
Diego,García,F,2016-01-27
José,Morales,M,2015-11-26
José,García,F,2019-06-30
Isabella,Núñez,M,2017-12-24
Valentina,León,M,2016-10-08
Pedro,Moreno,M,2018-10-16
Isabella,Romero,M,2017-05-26
Francisco,Núñez,M,2019-04-12
Natalia,Pérez,M,2019-05-01
Laura,Vargas,M,2015-05-01
Valeria,Romero,F,2019-04-04
Laura,Rodríguez,M,2017-02-06
Adriana,Fernández,M,2017-04-02
Isabella,Díaz,M,2016-03-02
Gonzalo,Morales,F,2016-12-11
Miguel,Guerrero,F,2015-10-25
Florencia,Contreras,F,2018-06-19
Isabella,Rivera,M,2018-06-14
